,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
32072,19482,KCEZ,small_airport,Cortez Municipal Airport,37.3030014038,-108.627998352,5918.0,,US,US-CO,Cortez,no,KCEZ,CEZ,CEZ,http://www.cityofcortez.com/index.aspx?NID=113,https://en.wikipedia.org/wiki/Cortez_Municipal_Airport,
32073,19483,KCFD,small_airport,Coulter Field,30.7157001495,-96.3313980103,367.0,,US,US-TX,Bryan,no,KCFD,CFD,CFD,http://www.bryantx.gov/coulterairfield/,https://en.wikipedia.org/wiki/Coulter_Field,
32076,19485,KCFS,small_airport,Tuscola Area Airport,43.458801269531,-83.445503234863,701.0,,US,US-MI,Caro,no,KCFS,TZC,CFS,"http://www.michigan.gov/aero/0,4533,7-145-61367-277436--,00.html",https://en.wikipedia.org/wiki/Tuscola_Area_Airport,78D
32077,19486,KCFT,small_airport,Greenlee County Airport,32.957039,-109.211397,3798.0,,US,US-AZ,Clifton/Morenci,no,KCFT,CFT,CFT,,https://en.wikipedia.org/wiki/Greenlee_County_Airport,
32078,19487,KCFV,small_airport,Coffeyville Municipal Airport,37.09400177,-95.5718994141,754.0,,US,US-KS,Coffeyville,no,KCFV,CFV,CFV,http://www.coffeyville.com/index.aspx?nid=67,https://en.wikipedia.org/wiki/Coffeyville_Municipal_Airport,
32079,308353,KCG,closed,Chignik Fisheries Airport,56.3178,-158.589818,25.0,,US,US-AK,Chignik,no,,KCG,,,https://en.wikipedia.org/wiki/Chignik_Fisheries_Airport,
32081,19489,KCGE,small_airport,Cambridge Dorchester Airport,38.53929901,-76.03040314,20.0,,US,US-MD,Cambridge,no,KCGE,CGE,CGE,http://docogonet.com/index.php?page=airport_division,https://en.wikipedia.org/wiki/Cambridge%E2%80%93Dorchester_Airport,
32082,3446,KCGF,medium_airport,Cuyahoga County Airport,41.5651016235,-81.4863967896,879.0,,US,US-OH,Cleveland,no,KCGF,CGF,CGF,http://publicworks.cuyahogacounty.us/en-US/County-Airport.aspx,https://en.wikipedia.org/wiki/Cuyahoga_County_Airport,
32083,3447,KCGI,medium_airport,Cape Girardeau Regional Airport,37.22529983520508,-89.57080078125,342.0,,US,US-MO,Cape Girardeau,yes,KCGI,CGI,CGI,,https://en.wikipedia.org/wiki/Cape_Girardeau_Regional_Airport,
32084,19490,KCGS,small_airport,College Park Airport,38.9805984497,-76.9223022461,48.0,,US,US-MD,College Park,no,KCGS,CGS,CGS,http://www.collegeparkairport.aero/,https://en.wikipedia.org/wiki/College_Park_Airport,"DC3, FRZ, ADIZ"
32085,27307,KCGX,closed,Chicago Meigs Airport,41.85879898071289,-87.60790252685547,593.0,,US,US-IL,Chicago,no,KCGX,CGX,,,https://en.wikipedia.org/wiki/Meigs_Field,Mayor Daley
32086,19491,KCGZ,small_airport,Casa Grande Municipal Airport,32.954899,-111.766998,1464.0,,US,US-AZ,Casa Grande,no,KCGZ,CGZ,CGZ,http://www.casagrandeaz.gov/web/guest/airport,https://en.wikipedia.org/wiki/Casa_Grande_Municipal_Airport,
32087,3448,KCHA,large_airport,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,683.0,,US,US-TN,Chattanooga,yes,KCHA,CHA,CHA,,https://en.wikipedia.org/wiki/Chattanooga_Metropolitan_Airport,
32090,19493,KCHK,small_airport,Chickasha Municipal Airport,35.09740067,-97.96769714,1152.0,,US,US-OK,Chickasha,no,KCHK,CHK,CHK,http://www.chickasha.org/airport/,https://en.wikipedia.org/wiki/Chickasha_Municipal_Airport,
32092,3449,KCHO,medium_airport,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,639.0,,US,US-VA,Charlottesville,yes,KCHO,CHO,CHO,,https://en.wikipedia.org/wiki/Charlottesville-Albemarle_Airport,
32094,3450,KCHS,large_airport,Charleston International Airport,32.898602,-80.040497,46.0,,US,US-SC,Charleston,yes,KCHS,CHS,CHS,,https://en.wikipedia.org/wiki/Charleston_International_Airport,Charleston Air Force Base
32097,19498,KCIC,small_airport,Chico Municipal Airport,39.79539871,-121.8580017,240.0,,US,US-CA,Chico,no,KCIC,CIC,CIC,,https://en.wikipedia.org/wiki/Chico_Municipal_Airport,
32098,3451,KCID,large_airport,The Eastern Iowa Airport,41.884701,-91.7108,869.0,,US,US-IA,Cedar Rapids,yes,KCID,CID,CID,,https://en.wikipedia.org/wiki/The_Eastern_Iowa_Airport,Cedar Rapids Municipal
32100,19500,KCIN,small_airport,Arthur N Neu Airport,42.0461997986,-94.7890014648,1204.0,,US,US-IA,Carroll,no,KCIN,CIN,CIN,http://www.cityofcarroll.com/index.php/departments/airport,https://en.wikipedia.org/wiki/Arthur_N._Neu_Airport,
32101,19501,KCIR,small_airport,Cairo Regional Airport,37.0644989014,-89.2195968628,321.0,,US,US-IL,Cairo,no,KCIR,CIR,CIR,,,
32102,3452,KCIU,medium_airport,Chippewa County International Airport,46.25080108642578,-84.47239685058594,800.0,,US,US-MI,Sault Ste Marie,yes,KCIU,CIU,CIU,,https://en.wikipedia.org/wiki/Chippewa_County_International_Airport,
32104,19503,KCKA,small_airport,Kegelman AF Aux Field,36.7439002991,-98.1231002808,1202.0,,US,US-OK,Cherokee,no,KCKA,CKA,CKA,,https://en.wikipedia.org/wiki/Kegelman_Air_Force_Auxiliary_Field,
32105,3453,KCKB,medium_airport,North Central West Virginia Airport,39.2966003418,-80.2281036377,1217.0,,US,US-WV,Clarksburg,yes,KCKB,CKB,CKB,,https://en.wikipedia.org/wiki/Harrison/Marion_Regional_Airport,
32106,19504,KCKC,small_airport,Grand Marais Cook County Airport,47.8382987976,-90.3828964233,1799.0,,US,US-MN,Grand Marais,no,KCKC,GRM,CKC,http://www.boreal.org/airport/,https://en.wikipedia.org/wiki/Grand_Marais/Cook_County_Airport,
32109,19507,KCKM,small_airport,Fletcher Field,34.2997016907,-90.512298584,173.0,,US,US-MS,Clarksdale,no,KCKM,CKM,CKM,,https://en.wikipedia.org/wiki/Fletcher_Field,
32110,19508,KCKN,small_airport,Crookston Municipal Kirkwood Field,47.8417015076,-96.62159729,899.0,,US,US-MN,Crookston,no,KCKN,CKN,CKN,,https://en.wikipedia.org/wiki/Crookston_Municipal_Airport,
32112,19510,KCKV,small_airport,Clarksville–Montgomery County Regional Airport,36.6218986511,-87.4150009155,550.0,,US,US-TN,Clarksville,no,KCKV,CKV,CKV,http://www.clarksvilleregional.com/,https://en.wikipedia.org/wiki/Clarksville%E2%80%93Montgomery_County_Regional_Airport,"Clarksville Army Airfield, Outlaw Field"
32114,19511,KCL,small_airport,Chignik Lagoon Airport,56.31119919,-158.5359955,25.0,,US,US-AK,Chignik Flats,no,KCL,KCL,KCL,,https://en.wikipedia.org/wiki/Chignik_Lagoon_Airport,
32115,3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,791.0,,US,US-OH,Cleveland,yes,KCLE,CLE,CLE,http://www.clevelandairport.com/,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,
32116,19512,KCLI,small_airport,Clintonville Municipal Airport,44.6138000488,-88.731300354,822.0,,US,US-WI,Clintonville,no,KCLI,CLI,CLI,http://www.clintonvillewi.org/Airport.htm,https://en.wikipedia.org/wiki/Clintonville_Municipal_Airport,
32117,19513,KCLK,small_airport,Clinton Regional Airport,35.53829956,-98.93270111,1616.0,,US,US-OK,Clinton,no,KCLK,CLK,CLK,,,
32118,3455,KCLL,medium_airport,Easterwood Field,30.58860016,-96.36380005,320.0,,US,US-TX,College Station,yes,KCLL,CLL,CLL,,https://en.wikipedia.org/wiki/Easterwood_Airport,
32119,3456,KCLM,medium_airport,William R Fairchild International Airport,48.12020111083984,-123.5,291.0,,US,US-WA,Port Angeles,yes,KCLM,CLM,CLM,,https://en.wikipedia.org/wiki/William_R._Fairchild_International_Airport,
32120,19514,KCLR,small_airport,Cliff Hatfield Memorial Airport,33.1315002441,-115.521003723,-182.0,,US,US-CA,Calipatria,no,KCLR,CLR,CLR,,https://en.wikipedia.org/wiki/Cliff_Hatfield_Memorial_Airport,
32121,19515,KCLS,small_airport,Chehalis Centralia Airport,46.6769981384,-122.983001709,176.0,,US,US-WA,Chehalis,no,KCLS,CLS,CLS,http://www.flycls.com/,,
32122,3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748.0,,US,US-NC,Charlotte,yes,KCLT,CLT,CLT,http://www.charlotteairport.com/,https://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,
32123,19516,KCLW,small_airport,Clearwater Air Park,27.9766998291,-82.7586975098,71.0,,US,US-FL,Clearwater,no,KCLW,CLW,CLW,http://www.clearwaterairpark.net/,https://en.wikipedia.org/wiki/Clearwater_Air_Park,Clearwater Executive
32125,3458,KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,815.0,,US,US-OH,Columbus,yes,KCMH,CMH,CMH,https://flycolumbus.com/,https://en.wikipedia.org/wiki/Port_Columbus_International_Airport,
32126,3459,KCMI,medium_airport,University of Illinois Willard Airport,40.03919983,-88.27809906,755.0,,US,US-IL,Champaign/Urbana,yes,KCMI,CMI,CMI,,https://en.wikipedia.org/wiki/University_of_Illinois_Willard_Airport,
32128,3460,KCMX,medium_airport,Houghton County Memorial Airport,47.168399810791016,-88.48909759521484,1095.0,,US,US-MI,Hancock,yes,KCMX,CMX,CMX,,https://en.wikipedia.org/wiki/Houghton_County_Memorial_Airport,
32129,19519,KCMY,small_airport,Sparta Fort Mc Coy Airport,43.958302,-90.7379,837.0,,US,US-WI,Sparta,no,KCMY,CMY,CMY,,https://en.wikipedia.org/wiki/Sparta/Fort_McCoy_Airport,
32130,19520,KCN,seaplane_base,Chernofski Harbor Seaplane Base,53.4028993416,-167.52027154,0.0,,US,US-AK,Chernofski Harbor,no,KCN,KCN,KCN,,http://wikimapia.org/6966644/Port-of-Chernofski-Harbor,
32133,19523,KCNH,small_airport,Claremont Municipal Airport,43.3703994751,-72.36869812009999,545.0,,US,US-NH,Claremont,no,KCNH,CNH,CNH,http://www.claremontnh.com/residents/claremont-municipal-airport.aspx,https://en.wikipedia.org/wiki/Claremont_Municipal_Airport,
32134,19524,KCNK,small_airport,Blosser Municipal Airport,39.5493011475,-97.6522979736,1486.0,,US,US-KS,Concordia,no,KCNK,CNK,CNK,,https://en.wikipedia.org/wiki/Blosser_Municipal_Airport,
32135,3461,KCNM,medium_airport,Cavern City Air Terminal,32.337501525878906,-104.26300048828124,3295.0,,US,US-NM,Carlsbad,yes,KCNM,CNM,CNM,,https://en.wikipedia.org/wiki/Cavern_City_Air_Terminal,
32136,19525,KCNO,small_airport,Chino Airport,33.97470093,-117.637001,650.0,,US,US-CA,Chino,no,KCNO,CNO,CNO,http://cms.sbcounty.gov/airports/Airports/Chino.aspx,https://en.wikipedia.org/wiki/Chino_Airport,
32138,19527,KCNU,medium_airport,Chanute Martin Johnson Airport,37.668800354,-95.4850997925,1002.0,,US,US-KS,Chanute,no,KCNU,CNU,CNU,http://www.chanute.org/index.aspx?NID=65,https://en.wikipedia.org/wiki/Chanute_Martin_Johnson_Airport,
32139,19528,KCNW,small_airport,TSTC Waco Airport,31.641129,-97.073335,470.0,,US,US-TX,Waco,no,KCNW,CNW,CNW,http://www.waco.tstc.edu/airport,https://en.wikipedia.org/wiki/TSTC_Waco_Airport,James Connally AFB
32140,19529,KCNY,small_airport,Canyonlands Field,38.75500107,-109.7549973,4557.0,,US,US-UT,Moab,no,KCNY,CNY,CNY,,https://en.wikipedia.org/wiki/Canyonlands_Field,
32141,19530,KCOD,medium_airport,Yellowstone Regional Airport,44.520198822,-109.024002075,5102.0,,US,US-WY,Cody,no,KCOD,COD,COD,http://www.flyyra.com/,https://en.wikipedia.org/wiki/Yellowstone_Regional_Airport,
32142,19531,KCOE,medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,2320.0,,US,US-ID,Coeur d'Alene,no,KCOE,COE,COE,http://www.cdaairport.com/,https://en.wikipedia.org/wiki/Coeur_d'Alene_Airport,Coeur d'Alene Air Terminal
32143,3462,KCOF,medium_airport,Patrick Air Force Base,28.2348995209,-80.6100997925,8.0,,US,US-FL,Cocoa Beach,no,KCOF,COF,COF,http://www.patrick.af.mil/,https://en.wikipedia.org/wiki/Patrick_Air_Force_Base,Naval Air Station Banana River
32144,19532,KCOI,small_airport,Merritt Island Airport,28.3416004181,-80.6855010986,6.0,,US,US-FL,Merritt Island,no,KCOI,COI,COI,,https://en.wikipedia.org/wiki/Merritt_Island_Airport,
32145,19533,KCOM,small_airport,Coleman Municipal Airport,31.8411006927,-99.4036026001,1697.0,,US,US-TX,Coleman,no,KCOM,COM,COM,http://www.cityofcolemantx.us/airport.html,https://en.wikipedia.org/wiki/Coleman_Municipal_Airport,
32146,19534,KCON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,342.0,,US,US-NH,Concord,no,KCON,CON,CON,http://www.concordnh.gov/facilities/facility/details/Concord-Municipal-Airport-31,https://en.wikipedia.org/wiki/Concord_Municipal_Airport,
32148,3463,KCOS,large_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187.0,,US,US-CO,Colorado Springs,yes,KCOS,COS,COS,https://flycos.coloradosprings.gov/,https://en.wikipedia.org/wiki/Colorado_Springs_Airport,
32149,19536,KCOT,small_airport,Cotulla-La Salle County Airport,28.45669937,-99.22029877,474.0,,US,US-TX,Cotulla,no,KCOT,COT,COT,http://www.cotullaairport.com/,https://en.wikipedia.org/wiki/Cotulla%E2%80%93La_Salle_County_Airport,
32150,3464,KCOU,medium_airport,Columbia Regional Airport,38.8181,-92.219597,889.0,,US,US-MO,Columbia,yes,KCOU,COU,COU,,https://en.wikipedia.org/wiki/Columbia_Regional_Airport,
32153,19539,KCPM,small_airport,Compton Woodley Airport,33.8899993896,-118.244003296,97.0,,US,US-CA,Compton,no,KCPM,CPM,CPM,,https://en.wikipedia.org/wiki/Compton/Woodley_Airport,
32154,3465,KCPR,medium_airport,Casper-Natrona County International Airport,42.908001,-106.463997,5350.0,,US,US-WY,Casper,yes,KCPR,CPR,CPR,,https://en.wikipedia.org/wiki/Natrona_County_International_Airport,
32155,19540,KCPS,small_airport,St Louis Downtown Airport,38.570701599100005,-90.1561965942,413.0,,US,US-IL,Cahokia/St Louis,no,KCPS,CPS,CPS,,https://en.wikipedia.org/wiki/St._Louis_Downtown_Airport,
32162,19546,KCQW,small_airport,Cheraw Municipal Airport/Lynch Bellinger Field,34.71289825,-79.95700073,239.0,,US,US-SC,Cheraw,no,KCQW,HCW,CQW,,https://en.wikipedia.org/wiki/Cheraw_Municipal_Airport,
32164,19548,KCR,small_airport,Colorado Creek Airport,63.5676994324,-155.988998413,860.0,,US,US-AK,Colorado Creek,no,KCR,KCR,KCR,,,
32165,19549,KCRE,medium_airport,Grand Strand Airport,33.8116989136,-78.72389984130001,32.0,,US,US-SC,North Myrtle Beach,no,KCRE,CRE,CRE,,https://en.wikipedia.org/wiki/Grand_Strand_Airport,
32166,19550,KCRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362998962,-81.51439666750001,41.0,,US,US-FL,Jacksonville,no,KCRG,CRG,CRG,http://www.flyjacksonville.com/content.aspx?id=86,https://en.wikipedia.org/wiki/Jacksonville_Executive_at_Craig_Airport,Craig Municipal Airport
32167,19551,KCRO,small_airport,Corcoran Airport,36.102502,-119.595001,197.0,,US,US-CA,Corcoran,no,,CRO,43CN,,https://en.wikipedia.org/wiki/Corcoran_Airport,KRCO
32168,3466,KCRP,large_airport,Corpus Christi International Airport,27.77039909362793,-97.5011978149414,44.0,,US,US-TX,Corpus Christi,yes,KCRP,CRP,CRP,,https://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,
32169,19552,KCRQ,medium_airport,Mc Clellan-Palomar Airport,33.12829971,-117.2799988,331.0,,US,US-CA,Carlsbad,no,KCRQ,CLD,CRQ,,https://en.wikipedia.org/wiki/McClellan-Palomar_Airport,
32170,19553,KCRS,small_airport,C David Campbell Field Corsicana Municipal Airport,32.0280990601,-96.4005966187,449.0,,US,US-TX,Corsicana,no,KCRS,CRS,CRS,http://www.cityofcorsicana.com/Index.aspx?NID=577,https://en.wikipedia.org/wiki/C._David_Campbell_Field,
32171,19554,KCRT,small_airport,Z M Jack Stell Field,33.1782989502,-91.8802032471,184.0,,US,US-AR,Crossett,no,KCRT,CRT,CRT,,https://en.wikipedia.org/wiki/Z._M._Jack_Stell_Field,
32172,3467,KCRW,large_airport,Yeager Airport,38.37310028076172,-81.59320068359375,981.0,,US,US-WV,Charleston,yes,KCRW,CRW,CRW,,https://en.wikipedia.org/wiki/Yeager_Airport,
32173,19555,KCRX,small_airport,Roscoe Turner Airport,34.9150009155,-88.6035003662,425.0,,US,US-MS,Corinth,no,KCRX,CRX,CRX,http://www.corinth-alcornairport.com,https://en.wikipedia.org/wiki/Roscoe_Turner_Airport,
32176,3468,KCSG,medium_airport,Columbus Metropolitan Airport,32.516300201416016,-84.93890380859375,397.0,,US,US-GA,Columbus,yes,KCSG,CSG,CSG,,https://en.wikipedia.org/wiki/Columbus_Metropolitan_Airport,
32177,19558,KCSM,small_airport,Clinton Sherman Airport,35.3398017883,-99.2005004883,1922.0,,US,US-OK,Clinton,no,KCSM,CSM,CSM,,https://en.wikipedia.org/wiki/Clinton-Sherman_Industrial_Airpark,
32178,19559,KCSQ,small_airport,Creston Municipal Airport,41.0214004517,-94.3632965088,1300.0,,US,US-IA,Creston,no,KCSQ,CSQ,CSQ,http://www.crestoniowa.gov/crestonmunicipalairport.htm,https://en.wikipedia.org/wiki/Creston_Municipal_Airport,
32179,3469,KCSV,medium_airport,Crossville Memorial Whitson Field,35.9513015747,-85.08499908450001,1881.0,,US,US-TN,Crossville,no,KCSV,CSV,CSV,http://www.crossvilletn.gov/index.php/departments/airport,,
32181,3470,KCTB,medium_airport,Cut Bank International Airport,48.6083984375,-112.375999451,3854.0,,US,US-MT,Cut Bank,no,KCTB,CTB,CTB,http://www.cutbankairport.org/,https://en.wikipedia.org/wiki/Cut_Bank_Municipal_Airport,
32184,19562,KCTY,small_airport,Cross City Airport,29.6354999542,-83.10479736330001,42.0,,US,US-FL,Cross City,no,KCTY,CTY,CTY,,https://en.wikipedia.org/wiki/Cross_City_Airport,
32185,19563,KCTZ,small_airport,Sampson County Airport,34.9756011963,-78.3646011353,148.0,,US,US-NC,Clinton,no,KCTZ,CTZ,CTZ,,https://en.wikipedia.org/wiki/Sampson_County_Airport,
32186,19564,KCUB,medium_airport,Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108,193.0,,US,US-SC,Columbia,no,KCUB,CUB,CUB,http://www.columbiasouthcarolina.com/owens.html,https://en.wikipedia.org/wiki/Jim_Hamilton_%E2%80%93_L.B._Owens_Airport,
32187,19565,KCUH,small_airport,Cushing Municipal Airport,35.950496,-96.772371,916.0,,US,US-OK,Cushing,no,KCUH,CUH,CUH,,https://en.wikipedia.org/wiki/Cushing_Municipal_Airport,Air Evac 36 Heliport
32191,3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896.0,,US,US-KY,Cincinnati / Covington,yes,KCVG,CVG,CVG,,https://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,
32192,19568,KCVK,small_airport,Sharp County Regional Airport,36.26490021,-91.56259918,716.0,,US,US-AR,Ash Flat,no,KCVK,CKK,CVK,http://www.cherokeevillage.org/airport.htm,https://en.wikipedia.org/wiki/Sharp_County_Regional_Airport,Cherokee Village
32193,19569,KCVN,small_airport,Clovis Municipal Airport,34.4250984192,-103.07900238,4216.0,,US,US-NM,Clovis,no,KCVN,CVN,CVN,,,
32194,3472,KCVO,medium_airport,Corvallis Municipal Airport,44.49720001,-123.2900009,250.0,,US,US-OR,Corvallis,no,KCVO,CVO,CVO,http://www.corvallisoregon.gov/index.aspx?page=160,https://en.wikipedia.org/wiki/Corvallis_Municipal_Airport,Albany Oregon
32195,3473,KCVS,medium_airport,Cannon Air Force Base,34.382801,-103.321999,4295.0,,US,US-NM,Clovis,no,KCVS,CVS,CVS,http://www.cannon.af.mil/,https://en.wikipedia.org/wiki/Cannon_Air_Force_Base,
32197,19571,KCWA,medium_airport,Central Wisconsin Airport,44.7775993347,-89.6668014526,1277.0,,US,US-WI,Mosinee,no,KCWA,CWA,CWA,,,
32198,21154,KCWC,small_airport,Kickapoo Downtown Airport,33.85779953,-98.49040222,1003.0,,US,US-TX,Wichita Falls,no,KCWC,KIP,CWC,http://www.wichitafallstx.gov/index.aspx?nid=704,https://en.wikipedia.org/wiki/Kickapoo_Downtown_Airport,"KT47, T47, JKP"
32199,19572,KCWF,small_airport,Chennault International Airport,30.2105998993,-93.1432037354,17.0,,US,US-LA,Lake Charles,no,KCWF,CWF,CWF,http://www.chennault.org/,https://en.wikipedia.org/wiki/Chennault_International_Airport,Chennault Industrial Airpark
32200,19573,KCWI,small_airport,Clinton Municipal Airport,41.8311004639,-90.3291015625,708.0,,US,US-IA,Clinton,no,KCWI,CWI,CWI,,https://en.wikipedia.org/wiki/Clinton_Municipal_Airport_(Iowa),
32205,3474,KCXL,small_airport,Calexico International Airport,32.6694984436,-115.513000488,4.0,,US,US-CA,Calexico,no,KCXL,CXL,CXL,http://calexico.ca.gov/index.php?option=com_content&task=blogcategory&id=77&Itemid=90,https://en.wikipedia.org/wiki/Calexico_International_Airport,
32206,3475,KCXO,medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,245.0,,US,US-TX,Houston,no,KCXO,CXO,CXO,https://web.archive.org/web/20160301220928/http://www.lonestarairport.org:80/,https://en.wikipedia.org/wiki/Lone_Star_Executive_Airport,"Montgomery County Airport, Lone Star Executive Airport"
32207,19577,KCXP,small_airport,Carson Airport,39.192199707,-119.73400116,4697.0,,US,US-NV,Carson City,no,KCXP,CSN,CXP,http://flycarsoncity.com/,https://en.wikipedia.org/wiki/Carson_Airport,Carson City Airport
32210,19579,KCXY,small_airport,Capital City Airport,40.2170982361,-76.85150146480001,347.0,,US,US-PA,Harrisburg,no,KCXY,HAR,CXY,http://www.flycxy.com/,https://en.wikipedia.org/wiki/Capital_City_Airport_(Pennsylvania),"Harrisburg Skyport, Harrisburg-Capital Landing Field, Harrisburg-York State Airport"
32212,3476,KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,6159.0,,US,US-WY,Cheyenne,yes,KCYS,CYS,CYS,,https://en.wikipedia.org/wiki/Cheyenne_Regional_Airport,
32217,19585,KCZT,small_airport,Dimmit County Airport,28.5221996307,-99.823600769,599.0,,US,US-TX,Carrizo Springs,no,KCZT,CZT,CZT,,,
32237,19606,KD60,small_airport,Tioga Municipal Airport,48.38050079,-102.8980026,2271.0,,US,US-ND,Tioga,no,D60,VEX,D60,http://www.tiogand.net/index.asp?SEC=D996B72D-EE0E-4AA1-929E-1F5F0C5C46CE&Type=B_BASIC,,
32246,3477,KDAA,medium_airport,Davison Army Air Field,38.715000152600005,-77.1809997559,73.0,,US,US-VA,Fort Belvoir,no,KDAA,DAA,DAA,,https://en.wikipedia.org/wiki/Davison_Army_Airfield,
32247,3478,KDAB,medium_airport,Daytona Beach International Airport,29.179899,-81.058098,34.0,,US,US-FL,Daytona Beach,yes,KDAB,DAB,DAB,,https://en.wikipedia.org/wiki/Daytona_Beach_International_Airport,
32249,19615,KDAG,medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,1930.0,,US,US-CA,Daggett,no,KDAG,DAG,DAG,,https://en.wikipedia.org/wiki/Barstow-Daggett_Airport,
32250,3479,KDAL,large_airport,Dallas Love Field,32.847099,-96.851799,487.0,,US,US-TX,Dallas,yes,KDAL,DAL,DAL,http://www.dallas-lovefield.com/,https://en.wikipedia.org/wiki/Dallas_Love_Field,QDF
32251,3480,KDAN,medium_airport,Danville Regional Airport,36.572898864746094,-79.33609771728516,571.0,,US,US-VA,Danville,no,KDAN,DAN,DAN,,,
32253,3481,KDAY,large_airport,James M Cox Dayton International Airport,39.90240097045898,-84.21939849853516,1009.0,,US,US-OH,Dayton,yes,KDAY,DAY,DAY,,https://en.wikipedia.org/wiki/Dayton_International_Airport,
32254,19617,KDBN,small_airport,W H 'Bud' Barron Airport,32.5644,-82.985298,309.0,,US,US-GA,Dublin,no,KDBN,DBN,DBN,,https://en.wikipedia.org/wiki/W._H._'Bud'_Barron_Airport,Baron Field Dublin Municipal Airport
32255,3482,KDBQ,medium_airport,Dubuque Regional Airport,42.402,-90.709503,1077.0,,US,US-IA,Dubuque,yes,KDBQ,DBQ,DBQ,,https://en.wikipedia.org/wiki/Dubuque_Regional_Airport,
32256,3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15.0,,US,US-DC,Washington,yes,KDCA,DCA,DCA,http://www.flyreagan.com/dca/reagan-national-airport,https://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,WAS
32258,19618,KDCU,small_airport,Pryor Field Regional Airport,34.652698516799994,-86.94539642330001,592.0,,US,US-AL,Decatur,no,KDCU,DCU,DCU,,https://en.wikipedia.org/wiki/Pryor_Field_Regional_Airport,
32260,3484,KDDC,medium_airport,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,2594.0,,US,US-KS,Dodge City,yes,KDDC,DDC,DDC,,https://en.wikipedia.org/wiki/Dodge_City_Regional_Airport,
32262,3485,KDEC,medium_airport,Decatur Airport,39.834598541259766,-88.8656997680664,682.0,,US,US-IL,Decatur,yes,KDEC,DEC,DEC,,https://en.wikipedia.org/wiki/Decatur_Airport,
32264,19622,KDEH,small_airport,Decorah Municipal Airport,43.27550125,-91.73940277,1158.0,,US,US-IA,Decorah,no,KDEH,DEH,DEH,,https://en.wikipedia.org/wiki/Decorah_Municipal_Airport,
32265,3486,KDEN,large_airport,Denver International Airport,39.861698150635,-104.672996521,5431.0,,US,US-CO,Denver,yes,KDEN,DEN,DEN,http://www.flydenver.com/,https://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX"
32267,3487,KDET,medium_airport,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,626.0,,US,US-MI,Detroit,no,KDET,DET,DET,,https://en.wikipedia.org/wiki/Coleman_A._Young_International_Airport,
32269,19625,KDFI,small_airport,Defiance Memorial Airport,41.3375015259,-84.4288024902,707.0,,US,US-OH,Defiance,no,KDFI,DFI,DFI,http://www.defiance-county.com/airport/index.html,https://en.wikipedia.org/wiki/Defiance_Memorial_Airport,
32270,3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
32271,19626,KDGL,small_airport,Douglas Municipal Airport,31.3425998688,-109.505996704,4173.0,,US,US-AZ,Douglas,no,KDGL,DGL,DGL,,https://en.wikipedia.org/wiki/Douglas_Municipal_Airport_(Arizona),
32272,19627,KDGW,small_airport,Converse County Airport,42.79719925,-105.3860016,4933.0,,US,US-WY,Douglas,no,KDGW,DGW,DGW,,https://en.wikipedia.org/wiki/Converse_County_Airport,
32273,3489,KDHN,medium_airport,Dothan Regional Airport,31.3213005065918,-85.44960021972656,401.0,,US,US-AL,Dothan,yes,KDHN,DHN,DHN,,https://en.wikipedia.org/wiki/Dothan_Regional_Airport,
32274,19628,KDHT,medium_airport,Dalhart Municipal Airport,36.0225982666,-102.54699707,3991.0,,US,US-TX,Dalhart,no,KDHT,DHT,DHT,,https://en.wikipedia.org/wiki/Dalhart_Municipal_Airport,
